Input	Match type	Approved symbol	Approved name	HGNC ID	Location
RSL24D1P3	Approved symbol	RSL24D1P3	ribosomal L24 domain containing 1 pseudogene 3	HGNC:37883	7q11.21
AZGP1P2	Approved symbol	AZGP1P2	alpha-2-glycoprotein 1, zinc-binding pseudogene 2	HGNC:912	7q22.1
RP11-252A24.2	Unmatched
OR1N2	Approved symbol	OR1N2	olfactory receptor family 1 subfamily N member 2	HGNC:15111	9q33.2
XPA	Approved symbol	XPA	XPA, DNA damage recognition and repair factor	HGNC:12814	9q22.33
OTC	Approved symbol	OTC	ornithine carbamoyltransferase	HGNC:8512	Xp11.4
MAGEE1	Approved symbol	MAGEE1	MAGE family member E1	HGNC:24934	Xq13.3
MAGEE1	Previous symbol	MAGEC2	MAGE family member C2	HGNC:13574	Xq27.2
INTS3	Approved symbol	INTS3	integrator complex subunit 3	HGNC:26153	1q21.3
SLC30A1	Approved symbol	SLC30A1	solute carrier family 30 member 1	HGNC:11012	1q32.3
MARCKSL1	Approved symbol	MARCKSL1	MARCKS like 1	HGNC:7142	1p35.1
WLS	Approved symbol	WLS	wntless Wnt ligand secretion mediator	HGNC:30238	1p31.3
WLS	Synonyms	WLS	wntless Wnt ligand secretion mediator	HGNC:30238	1p31.3
SYT13	Approved symbol	SYT13	synaptotagmin 13	HGNC:14962	11p11.2
OR8H2	Approved symbol	OR8H2	olfactory receptor family 8 subfamily H member 2	HGNC:15308	11q12.1
KAT8	Approved symbol	KAT8	lysine acetyltransferase 8	HGNC:17933	16p11.2
HEATR3	Approved symbol	HEATR3	HEAT repeat containing 3	HGNC:26087	16q12.1
TUBG1	Approved symbol	TUBG1	tubulin gamma 1	HGNC:12417	17q21.31
CCDC11	Previous symbol	CFAP53	cilia and flagella associated protein 53	HGNC:26530	18q21.1
C18orf54	Approved symbol	C18orf54	chromosome 18 open reading frame 54	HGNC:13796	18q21.2
ZNF98	Approved symbol	ZNF98	zinc finger protein 98	HGNC:13174	19p12
MED29	Approved symbol	MED29	mediator complex subunit 29	HGNC:23074	19q13.2
INPP1	Approved symbol	INPP1	inositol polyphosphate-1-phosphatase	HGNC:6071	2q32.2
AC007041.2	Unmatched
CLHC1	Approved symbol	CLHC1	clathrin heavy chain linker domain containing 1	HGNC:26453	2p16.1
NAPB	Approved symbol	NAPB	NSF attachment protein beta	HGNC:15751	20p11.21
NAPB	Synonyms	NAPSB	napsin B aspartic peptidase, pseudogene	HGNC:13396	19q13.33
HEG1	Approved symbol	HEG1	heart development protein with EGF like domains 1	HGNC:29227	3q21.2
RAD23BP1	Approved symbol	RAD23BP1	RAD23 homolog B pseudogene 1	HGNC:44509	3p24.3
TRANK1	Approved symbol	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	HGNC:29011	3p22.2
NBEAL2	Approved symbol	NBEAL2	neurobeachin like 2	HGNC:31928	3p21.31
WWP1P1	Approved symbol	WWP1P1	WW domain containing E3 ubiquitin protein ligase 1 pseudogene 1	HGNC:48944	3q12.1
RPL7AP30	Approved symbol	RPL7AP30	ribosomal protein L7a pseudogene 30	HGNC:35757	4q25
SETD7	Approved symbol	SETD7	SET domain containing lysine methyltransferase 7	HGNC:30412	4q31.1
PCDHB10	Approved symbol	PCDHB10	protocadherin beta 10	HGNC:8681	5q31.3
RP11-136K7.2	Unmatched
NPVF	Approved symbol	NPVF	neuropeptide VF precursor	HGNC:13782	7p15.3
DHRSX	Approved symbol	DHRSX	dehydrogenase/reductase X-linked	HGNC:18399	Xp22.33 and Yp11.2
PPP2R5A	Approved symbol	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	HGNC:9309	1q32.3
ZP4	Approved symbol	ZP4	zona pellucida glycoprotein 4	HGNC:15770	1q43
HIST1H1E	Approved symbol	HIST1H1E	histone cluster 1 H1 family member e	HGNC:4718	6p22.2
SSPO	Approved symbol	SSPO	SCO-spondin	HGNC:21998	7q36.1
PEBP4	Approved symbol	PEBP4	phosphatidylethanolamine binding protein 4	HGNC:28319	8p21.3
ABCA1	Approved symbol	ABCA1	ATP binding cassette subfamily A member 1	HGNC:29	9q31.1
NKX2-3	Approved symbol	NKX2-3	NK2 homeobox 3	HGNC:7836	10q24.2
OR51F1	Approved symbol	OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)	HGNC:15196	11p15.4
TRPM1	Approved symbol	TRPM1	transient receptor potential cation channel subfamily M member 1	HGNC:7146	15q13.3
TMEM256-PLSCR3	Approved symbol	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	HGNC:49186	17p13.1
ICAM1	Approved symbol	ICAM1	intercellular adhesion molecule 1	HGNC:5344	19p13.2
EP300	Approved symbol	EP300	E1A binding protein p300	HGNC:3373	22q13.2
FBXO44	Approved symbol	FBXO44	F-box protein 44	HGNC:24847	1p36.22
SESTD1	Approved symbol	SESTD1	SEC14 and spectrin domain containing 1	HGNC:18379	2q31.2
SLC4A7	Approved symbol	SLC4A7	solute carrier family 4 member 7	HGNC:11033	3p24.1
ADH1B	Approved symbol	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	HGNC:250	4q23
SLC17A2	Approved symbol	SLC17A2	solute carrier family 17 member 2	HGNC:10930	6p22.2
SLC17A2	Previous symbol	SLC34A1	solute carrier family 34 member 1	HGNC:11019	5q35.3
USP45	Approved symbol	USP45	ubiquitin specific peptidase 45	HGNC:20080	6q16.2
SERINC1	Approved symbol	SERINC1	serine incorporator 1	HGNC:13464	6q22.31
TTLL2	Approved symbol	TTLL2	tubulin tyrosine ligase like 2	HGNC:21211	6q27
DOLK	Approved symbol	DOLK	dolichol kinase	HGNC:23406	9q34.11
TAF3	Approved symbol	TAF3	TATA-box binding protein associated factor 3	HGNC:17303	10p14
STAMBPL1	Approved symbol	STAMBPL1	STAM binding protein like 1	HGNC:24105	10q23.31
EBF3	Approved symbol	EBF3	early B cell factor 3	HGNC:19087	10q26.3
C11orf94	Approved symbol	C11orf94	chromosome 11 open reading frame 94	HGNC:37213	11p11.2
OR5AP2	Approved symbol	OR5AP2	olfactory receptor family 5 subfamily AP member 2	HGNC:15258	11q12.1
POP5	Approved symbol	POP5	POP5 homolog, ribonuclease P/MRP subunit	HGNC:17689	12q24.31
WDR66	Approved symbol	WDR66	WD repeat domain 66	HGNC:28506	12q24.31
CYB5D2	Approved symbol	CYB5D2	cytochrome b5 domain containing 2	HGNC:28471	17p13.2
FAM211A	Previous symbol	LRRC75A	leucine rich repeat containing 75A	HGNC:32403	17p11.2
UTP6	Approved symbol	UTP6	UTP6, small subunit processome component	HGNC:18279	17q11.2
KEAP1	Approved symbol	KEAP1	kelch like ECH associated protein 1	HGNC:23177	19p13.2
KCNN4	Approved symbol	KCNN4	potassium calcium-activated channel subfamily N member 4	HGNC:6293	19q13.31
NCR1	Approved symbol	NCR1	natural cytotoxicity triggering receptor 1	HGNC:6731	19q13.42
KRTAP27-1	Approved symbol	KRTAP27-1	keratin associated protein 27-1	HGNC:33864	21q22.11
MORC2	Approved symbol	MORC2	MORC family CW-type zinc finger 2	HGNC:23573	22q12.2
ZXDA	Approved symbol	ZXDA	zinc finger X-linked duplicated A	HGNC:13198	Xp11.21
SLITRK4	Approved symbol	SLITRK4	SLIT and NTRK like family member 4	HGNC:23502	Xq27.3
KIF14	Approved symbol	KIF14	kinesin family member 14	HGNC:19181	1q32.1
CCDC93	Approved symbol	CCDC93	coiled-coil domain containing 93	HGNC:25611	2q14.1
F13A1	Approved symbol	F13A1	coagulation factor XIII A chain	HGNC:3531	6p25.1
MTMR3	Approved symbol	MTMR3	myotubularin related protein 3	HGNC:7451	22q12.2
MRPL9	Approved symbol	MRPL9	mitochondrial ribosomal protein L9	HGNC:14277	1q21.3
B3GAT1	Approved symbol	B3GAT1	beta-1,3-glucuronyltransferase 1	HGNC:921	11q25
TRIM68	Approved symbol	TRIM68	tripartite motif containing 68	HGNC:21161	11p15.4
VAV1	Approved symbol	VAV1	vav guanine nucleotide exchange factor 1	HGNC:12657	19p13.3
ZNF132	Approved symbol	ZNF132	zinc finger protein 132	HGNC:12916	19q13.4
ZNF432	Approved symbol	ZNF432	zinc finger protein 432	HGNC:20810	19q13.41
GABRG1	Approved symbol	GABRG1	gamma-aminobutyric acid type A receptor gamma1 subunit	HGNC:4086	4p12
GUCY1A3	Previous symbol	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	HGNC:4685	4q32.1
NPAS4	Approved symbol	NPAS4	neuronal PAS domain protein 4	HGNC:18983	11q13.2
ARHGAP17	Approved symbol	ARHGAP17	Rho GTPase activating protein 17	HGNC:18239	16p12.1
MAP2K4	Approved symbol	MAP2K4	mitogen-activated protein kinase kinase 4	HGNC:6844	17p12
OR10H1	Approved symbol	OR10H1	olfactory receptor family 10 subfamily H member 1	HGNC:8172	19p13.1
FMOD	Approved symbol	FMOD	fibromodulin	HGNC:3774	1q32.1
SPATA6	Approved symbol	SPATA6	spermatogenesis associated 6	HGNC:18309	1p33
OR51A7	Approved symbol	OR51A7	olfactory receptor family 51 subfamily A member 7	HGNC:15188	11p15.4
DRD5P2	Approved symbol	DRD5P2	dopamine receptor D5 pseudogene 2	HGNC:3028	1q21.1
TBX6	Approved symbol	TBX6	T-box 6	HGNC:11605	16p11.2
IL32	Approved symbol	IL32	interleukin 32	HGNC:16830	16p13.3
PTPRM	Approved symbol	PTPRM	protein tyrosine phosphatase, receptor type M	HGNC:9675	18p11.23
AL050303.1	Unmatched
PRDM14	Approved symbol	PRDM14	PR/SET domain 14	HGNC:14001	8q13.3
EIF3I	Approved symbol	EIF3I	eukaryotic translation initiation factor 3 subunit I	HGNC:3272	1p35.2
EIF3I	Synonyms	EIF3I	eukaryotic translation initiation factor 3 subunit I	HGNC:3272	1p35.2
PAX8	Approved symbol	PAX8	paired box 8	HGNC:8622	2q14.1
WDR82	Approved symbol	WDR82	WD repeat domain 82	HGNC:28826	3p21.2
WDR82	Previous symbol	WDR82P1	WD repeat domain 82 pseudogene 1	HGNC:32447	3q11.2
FBXW11	Approved symbol	FBXW11	F-box and WD repeat domain containing 11	HGNC:13607	5q35.1
WDR91	Approved symbol	WDR91	WD repeat domain 91	HGNC:24997	7q33
MFHAS1	Approved symbol	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	HGNC:16982	8p23.1
TLL2	Approved symbol	TLL2	tolloid like 2	HGNC:11844	10q24.1
AMOTL1	Approved symbol	AMOTL1	angiomotin like 1	HGNC:17811	11q21
AASDHPPT	Approved symbol	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	HGNC:14235	11q22.3
SNAI3	Approved symbol	SNAI3	snail family transcriptional repressor 3	HGNC:18411	16q24.3
C19orf53	Approved symbol	C19orf53	chromosome 19 open reading frame 53	HGNC:24991	19p13.13
CYTH2	Approved symbol	CYTH2	cytohesin 2	HGNC:9502	19q13.33
FAM120C	Approved symbol	FAM120C	family with sequence similarity 120C	HGNC:16949	Xp11.22
HIST1H2AE	Approved symbol	HIST1H2AE	histone cluster 1 H2A family member e	HGNC:4724	6p22.2
VWA7	Approved symbol	VWA7	von Willebrand factor A domain containing 7	HGNC:13939	6p21.33
HOXA10	Approved symbol	HOXA10	homeobox A10	HGNC:5100	7p15.2
POR	Approved symbol	POR	cytochrome p450 oxidoreductase	HGNC:9208	7q11.23
POR	Synonyms	PORCN	porcupine O-acyltransferase	HGNC:17652	Xp11.23
PPP2R2A	Approved symbol	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	HGNC:9304	8p21.2
FNTA	Approved symbol	FNTA	farnesyltransferase, CAAX box, alpha	HGNC:3782	8p11.21
DPY19L4	Approved symbol	DPY19L4	dpy-19 like 4	HGNC:27829	8q22.1
PTBP3	Approved symbol	PTBP3	polypyrimidine tract binding protein 3	HGNC:10253	9q32
OR52B6	Approved symbol	OR52B6	olfactory receptor family 52 subfamily B member 6	HGNC:15211	11p15.4
STX5	Approved symbol	STX5	syntaxin 5	HGNC:11440	11q12.3
POTEG	Approved symbol	POTEG	POTE ankyrin domain family member G	HGNC:33896	14q11.2
INO80	Approved symbol	INO80	INO80 complex subunit	HGNC:26956	15q15.1
INO80	Synonyms	INO80	INO80 complex subunit	HGNC:26956	15q15.1
BAIAP2L2	Approved symbol	BAIAP2L2	BAI1 associated protein 2 like 2	HGNC:26203	22q13.1
SAGE1	Approved symbol	SAGE1	sarcoma antigen 1	HGNC:30369	Xq26.3
KCNH8	Approved symbol	KCNH8	potassium voltage-gated channel subfamily H member 8	HGNC:18864	3p24.3
UBP1	Approved symbol	UBP1	upstream binding protein 1	HGNC:12507	3p22.3
TRIP13	Approved symbol	TRIP13	thyroid hormone receptor interactor 13	HGNC:12307	5p15.33
SEMA4G	Approved symbol	SEMA4G	semaphorin 4G	HGNC:10735	10q24.31
OR4C11	Approved symbol	OR4C11	olfactory receptor family 4 subfamily C member 11	HGNC:15167	11q11
TOX4	Approved symbol	TOX4	TOX high mobility group box family member 4	HGNC:20161	14q11.2
BACE2	Approved symbol	BACE2	beta-secretase 2	HGNC:934	21q22.2-q22.3
ZDHHC9	Approved symbol	ZDHHC9	zinc finger DHHC-type containing 9	HGNC:18475	Xq26.1
SLAMF6	Approved symbol	SLAMF6	SLAM family member 6	HGNC:21392	1q23.2-q23.3
LIMD1	Approved symbol	LIMD1	LIM domains containing 1	HGNC:6612	3p21.31
PARP3	Approved symbol	PARP3	poly(ADP-ribose) polymerase family member 3	HGNC:273	3p21.2
TKT	Approved symbol	TKT	transketolase	HGNC:11834	3p21.1
TKT	Synonyms	DDR2	discoidin domain receptor tyrosine kinase 2	HGNC:2731	1q23.3
CLPTM1L	Approved symbol	CLPTM1L	CLPTM1 like	HGNC:24308	5p15.33
HLA-DRB1	Approved symbol	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	HGNC:4948	6p21.32
ZNF451	Approved symbol	ZNF451	zinc finger protein 451	HGNC:21091	6p12.1
FAM160B2	Approved symbol	FAM160B2	family with sequence similarity 160 member B2	HGNC:16492	8p21.3
IGSF9B	Approved symbol	IGSF9B	immunoglobulin superfamily member 9B	HGNC:32326	11q25
TMPRSS5	Approved symbol	TMPRSS5	transmembrane serine protease 5	HGNC:14908	11q23.2
ADCK1	Approved symbol	ADCK1	aarF domain containing kinase 1	HGNC:19038	14q24.3
AK7	Approved symbol	AK7	adenylate kinase 7	HGNC:20091	14q32.2
DOC2B	Approved symbol	DOC2B	double C2 domain beta	HGNC:2986	17p13.3
ZNF528	Approved symbol	ZNF528	zinc finger protein 528	HGNC:29384	19q13.41
ADAM33	Approved symbol	ADAM33	ADAM metallopeptidase domain 33	HGNC:15478	20p13
BACH1	Approved symbol	BACH1	BTB domain and CNC homolog 1	HGNC:935	21q21.3
BACH1	Synonyms	BRIP1	BRCA1 interacting protein C-terminal helicase 1	HGNC:20473	17q23.2
DONSON	Approved symbol	DONSON	downstream neighbor of SON	HGNC:2993	21q22.11
POU2F1	Approved symbol	POU2F1	POU class 2 homeobox 1	HGNC:9212	1q24.2
RNF220	Approved symbol	RNF220	ring finger protein 220	HGNC:25552	1p34.1
GREB1	Approved symbol	GREB1	growth regulating estrogen receptor binding 1	HGNC:24885	2p25.1
PMS1	Approved symbol	PMS1	PMS1 homolog 1, mismatch repair system component	HGNC:9121	2q32.2
NR1I2	Approved symbol	NR1I2	nuclear receptor subfamily 1 group I member 2	HGNC:7968	3q13.33
NSG1	Approved symbol	NSG1	neuronal vesicle trafficking associated 1	HGNC:18790	4p16.3
TNFRSF10A	Approved symbol	TNFRSF10A	TNF receptor superfamily member 10a	HGNC:11904	8p21.3
CTSL3P	Approved symbol	CTSL3P	cathepsin L family member 3, pseudogene	HGNC:33132	9q21.33
PHF19	Approved symbol	PHF19	PHD finger protein 19	HGNC:24566	9q33.2
FAM196A	Previous symbol	INSYN2	inhibitory synaptic factor 2A	HGNC:33859	10q26.2
VCL	Approved symbol	VCL	vinculin	HGNC:12665	10q22.2
COMMD9	Approved symbol	COMMD9	COMM domain containing 9	HGNC:25014	11p13
SF1	Approved symbol	SF1	splicing factor 1	HGNC:12950	11q13.1
SF1	Synonyms	NR5A1	nuclear receptor subfamily 5 group A member 1	HGNC:7983	9q33.3
DDX55	Approved symbol	DDX55	DEAD-box helicase 55	HGNC:20085	12q24.31
VPS33A	Approved symbol	VPS33A	VPS33A, CORVET/HOPS core subunit	HGNC:18179	12q24.31
HMG20A	Approved symbol	HMG20A	high mobility group 20A	HGNC:5001	15q24.3
ATF7IP2	Approved symbol	ATF7IP2	activating transcription factor 7 interacting protein 2	HGNC:20397	16p13.2-p13.13
TUFM	Approved symbol	TUFM	Tu translation elongation factor, mitochondrial	HGNC:12420	16p11.2
SIN3B	Approved symbol	SIN3B	SIN3 transcription regulator family member B	HGNC:19354	19p13.12
AGTR2	Approved symbol	AGTR2	angiotensin II receptor type 2	HGNC:338	Xq23
GNL3L	Approved symbol	GNL3L	G protein nucleolar 3 like	HGNC:25553	Xp11.22
MOSPD2	Approved symbol	MOSPD2	motile sperm domain containing 2	HGNC:28381	Xp22.2
NAP1L3	Approved symbol	NAP1L3	nucleosome assembly protein 1 like 3	HGNC:7639	Xq21.32
LEPR	Approved symbol	LEPR	leptin receptor	HGNC:6554	1p31.3
MARK1	Approved symbol	MARK1	microtubule affinity regulating kinase 1	HGNC:6896	1q41
PTGFRN	Approved symbol	PTGFRN	prostaglandin F2 receptor inhibitor	HGNC:9601	1p13.1
RAB3B	Approved symbol	RAB3B	RAB3B, member RAS oncogene family	HGNC:9778	1p32.3
SLC9A4	Approved symbol	SLC9A4	solute carrier family 9 member A4	HGNC:11077	2q12.1
DDX46	Approved symbol	DDX46	DEAD-box helicase 46	HGNC:18681	5q31.1
NCR3	Approved symbol	NCR3	natural cytotoxicity triggering receptor 3	HGNC:19077	6p21.33
CLN8	Approved symbol	CLN8	CLN8, transmembrane ER and ERGIC protein	HGNC:2079	8p23.3
SMARCA2	Approved symbol	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	HGNC:11098	9p24.3
SMC3	Approved symbol	SMC3	structural maintenance of chromosomes 3	HGNC:2468	10q25.2
CHKA	Approved symbol	CHKA	choline kinase alpha	HGNC:1937	11q13.2
C12orf10	Approved symbol	C12orf10	chromosome 12 open reading frame 10	HGNC:17590	12q13.13
KIAA1467	Previous symbol	FAM234B	family with sequence similarity 234 member B	HGNC:29288	12p13.1
ALOX5AP	Approved symbol	ALOX5AP	arachidonate 5-lipoxygenase activating protein	HGNC:436	13q12.3
TMEM62	Approved symbol	TMEM62	transmembrane protein 62	HGNC:26269	15q15.2
CCL15	Approved symbol	CCL15	C-C motif chemokine ligand 15	HGNC:10613	17q12
SLFN13	Approved symbol	SLFN13	schlafen family member 13	HGNC:26481	17q12
C1orf43	Approved symbol	C1orf43	chromosome 1 open reading frame 43	HGNC:29876	1q21.3
IL19	Approved symbol	IL19	interleukin 19	HGNC:5990	1q32.1
PRRX1	Approved symbol	PRRX1	paired related homeobox 1	HGNC:9142	1q24.2
NDST2	Approved symbol	NDST2	N-deacetylase and N-sulfotransferase 2	HGNC:7681	10q22.2
NOMO2	Approved symbol	NOMO2	NODAL modulator 2	HGNC:22652	16p12.3
AMOT	Approved symbol	AMOT	angiomotin	HGNC:17810	Xq23
LRRC47	Approved symbol	LRRC47	leucine rich repeat containing 47	HGNC:29207	1p36.32
NRBP1	Approved symbol	NRBP1	nuclear receptor binding protein 1	HGNC:7993	2p23.3
CCAR2	Approved symbol	CCAR2	cell cycle and apoptosis regulator 2	HGNC:23360	8p21.3
DDX54	Approved symbol	DDX54	DEAD-box helicase 54	HGNC:20084	12q24.13
PHF12	Approved symbol	PHF12	PHD finger protein 12	HGNC:20816	17q11.2
RHBDF2	Approved symbol	RHBDF2	rhomboid 5 homolog 2	HGNC:20788	17q25.3
RSC1A1	Approved symbol	RSC1A1	regulator of solute carriers 1	HGNC:10458	1p36.21
IPMK	Approved symbol	IPMK	inositol polyphosphate multikinase	HGNC:20739	10q21.1
NPIPB4	Approved symbol	NPIPB4	nuclear pore complex interacting protein family member B4	HGNC:41985	16p12.2
ZNF267	Approved symbol	ZNF267	zinc finger protein 267	HGNC:13060	16p11.2
ESF1	Approved symbol	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	HGNC:15898	20p12.1
PROKR2	Approved symbol	PROKR2	prokineticin receptor 2	HGNC:15836	20p12.3
ANKRD20A11P	Approved symbol	ANKRD20A11P	ankyrin repeat domain 20 family member A11, pseudogene	HGNC:42024	21q11.2
CHEK2	Approved symbol	CHEK2	checkpoint kinase 2	HGNC:16627	22q12.1
TMEM43	Approved symbol	TMEM43	transmembrane protein 43	HGNC:28472	3p25.1
KLHL24	Approved symbol	KLHL24	kelch like family member 24	HGNC:25947	3q27.1
QSOX1	Approved symbol	QSOX1	quiescin sulfhydryl oxidase 1	HGNC:9756	1q25.2
C1orf172	Previous symbol	KDF1	keratinocyte differentiation factor 1	HGNC:26624	1p36.11
TAS1R1	Approved symbol	TAS1R1	taste 1 receptor member 1	HGNC:14448	1p36.31
C1orf52	Approved symbol	C1orf52	chromosome 1 open reading frame 52	HGNC:24871	1p22.3
USH1C	Approved symbol	USH1C	USH1 protein network component harmonin	HGNC:12597	11p15.1
PPP1R32	Approved symbol	PPP1R32	protein phosphatase 1 regulatory subunit 32	HGNC:28869	11q12.2
RPL10L	Approved symbol	RPL10L	ribosomal protein L10 like	HGNC:17976	14q21.2
RASGRP1	Approved symbol	RASGRP1	RAS guanyl releasing protein 1	HGNC:9878	15q14
CES1P2	Approved symbol	CES1P2	carboxylesterase 1 pseudogene 2	HGNC:48928	16q12.2
ARHGEF18	Approved symbol	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	HGNC:17090	19p13.2
ZNF559-ZNF177	Approved symbol	ZNF559-ZNF177	ZNF559-ZNF177 readthrough	HGNC:42964	19p13.2
COBLL1	Approved symbol	COBLL1	cordon-bleu WH2 repeat protein like 1	HGNC:23571	2q24.3
COPS7B	Approved symbol	COPS7B	COP9 signalosome subunit 7B	HGNC:16760	2q37.1
ETV5	Approved symbol	ETV5	ETS variant 5	HGNC:3494	3q27.2
TMF1	Approved symbol	TMF1	TATA element modulatory factor 1	HGNC:11870	3p14.1
GSTA1	Approved symbol	GSTA1	glutathione S-transferase alpha 1	HGNC:4626	6p12.2
EPHX2	Approved symbol	EPHX2	epoxide hydrolase 2	HGNC:3402	8p21.2-p21.1
BX649563.4	Unmatched
PLEKHA6	Approved symbol	PLEKHA6	pleckstrin homology domain containing A6	HGNC:17053	1q32.1
VRK2	Approved symbol	VRK2	vaccinia related kinase 2	HGNC:12719	2p16.1
BBS5	Approved symbol	BBS5	Bardet-Biedl syndrome 5	HGNC:970	2q31.1
MCTP1	Approved symbol	MCTP1	multiple C2 and transmembrane domain containing 1	HGNC:26183	5q15
PRR3	Approved symbol	PRR3	proline rich 3	HGNC:21149	6p21.33
DEFB110	Approved symbol	DEFB110	defensin beta 110	HGNC:18091	6p12.3
GSTA5	Approved symbol	GSTA5	glutathione S-transferase alpha 5	HGNC:19662	6p12.2
REPIN1	Approved symbol	REPIN1	replication initiator 1	HGNC:17922	7q36.1
TLE1	Approved symbol	TLE1	transducin like enhancer of split 1	HGNC:11837	9q21.32
NEBL	Approved symbol	NEBL	nebulette	HGNC:16932	10p12.31
OR52E2	Approved symbol	OR52E2	olfactory receptor family 52 subfamily E member 2	HGNC:14769	11p15.4
FTH1	Approved symbol	FTH1	ferritin heavy chain 1	HGNC:3976	11q12.3
USP8	Approved symbol	USP8	ubiquitin specific peptidase 8	HGNC:12631	15q21.2
ANKS4B	Approved symbol	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	HGNC:26795	16p12.2
AP2B1	Approved symbol	AP2B1	adaptor related protein complex 2 subunit beta 1	HGNC:563	17q12
NLRP2	Approved symbol	NLRP2	NLR family pyrin domain containing 2	HGNC:22948	19q13.42
ACE2	Approved symbol	ACE2	angiotensin I converting enzyme 2	HGNC:13557	Xp22.2
GRIA2	Approved symbol	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	HGNC:4572	4q32.1
TENM3	Approved symbol	TENM3	teneurin transmembrane protein 3	HGNC:29944	4q34.3-q35.1
ISL1	Approved symbol	ISL1	ISL LIM homeobox 1	HGNC:6132	5q11.1
PITX1	Approved symbol	PITX1	paired like homeodomain 1	HGNC:9004	5q31.1
LANCL2	Approved symbol	LANCL2	LanC like 2	HGNC:6509	7p11.2
EPB41L4B	Approved symbol	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	HGNC:19818	9q31.3
CTR9	Approved symbol	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	HGNC:16850	11p15.4
OR3A2	Approved symbol	OR3A2	olfactory receptor family 3 subfamily A member 2	HGNC:8283	17p13.3
KRT12	Approved symbol	KRT12	keratin 12	HGNC:6414	17q21.2
STK4	Approved symbol	STK4	serine/threonine kinase 4	HGNC:11408	20q13.12
BEX1	Approved symbol	BEX1	brain expressed X-linked 1	HGNC:1036	Xq22.1
IFI6	Approved symbol	IFI6	interferon alpha inducible protein 6	HGNC:4054	1p35.3
LGR6	Approved symbol	LGR6	leucine rich repeat containing G protein-coupled receptor 6	HGNC:19719	1q32.1
NFASC	Approved symbol	NFASC	neurofascin	HGNC:29866	1q32.1
SLAMF1	Approved symbol	SLAMF1	signaling lymphocytic activation molecule family member 1	HGNC:10903	1q23.3
PDGFC	Approved symbol	PDGFC	platelet derived growth factor C	HGNC:8801	4q32.1
BMI1	Approved symbol	BMI1	BMI1 proto-oncogene, polycomb ring finger	HGNC:1066	10p12.2
PDE6H	Approved symbol	PDE6H	phosphodiesterase 6H	HGNC:8790	12p13
NOXRED1	Approved symbol	NOXRED1	NADP dependent oxidoreductase domain containing 1	HGNC:20487	14q24.3
ST3GAL2	Approved symbol	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	HGNC:10863	16q22.1
GPR4	Approved symbol	GPR4	G protein-coupled receptor 4	HGNC:4497	19q13.32
SARS2	Approved symbol	SARS2	seryl-tRNA synthetase 2, mitochondrial	HGNC:17697	19q13.2
XRN2	Approved symbol	XRN2	5'-3' exoribonuclease 2	HGNC:12836	20p11.22
ITPRIPL1	Approved symbol	ITPRIPL1	ITPRIP like 1	HGNC:29371	2q11.2
CACNB4	Approved symbol	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	HGNC:1404	2q23.3
POLE2	Approved symbol	POLE2	DNA polymerase epsilon 2, accessory subunit	HGNC:9178	14q21.3
RAVER1	Approved symbol	RAVER1	ribonucleoprotein, PTB binding 1	HGNC:30296	19p13.2
DPF1	Approved symbol	DPF1	double PHD fingers 1	HGNC:20225	19q13.2
CD79A	Approved symbol	CD79A	CD79a molecule	HGNC:1698	19q13.2
GRIK1	Approved symbol	GRIK1	glutamate ionotropic receptor kainate type subunit 1	HGNC:4579	21q21.3
WDR4	Approved symbol	WDR4	WD repeat domain 4	HGNC:12756	21q22.3
ITM2A	Approved symbol	ITM2A	integral membrane protein 2A	HGNC:6173	Xq21.1
TAF5L	Approved symbol	TAF5L	TATA-box binding protein associated factor 5 like	HGNC:17304	1q42.13
TRIM33	Approved symbol	TRIM33	tripartite motif containing 33	HGNC:16290	1p13.2
PLEK	Approved symbol	PLEK	pleckstrin	HGNC:9070	2p14
NMD3	Approved symbol	NMD3	NMD3 ribosome export adaptor	HGNC:24250	3q26.1
MYOT	Approved symbol	MYOT	myotilin	HGNC:12399	5q31.2
ALOX5	Approved symbol	ALOX5	arachidonate 5-lipoxygenase	HGNC:435	10q11.21
BCCIP	Approved symbol	BCCIP	BRCA2 and CDKN1A interacting protein	HGNC:978	10q26.2
